SUBJECT_RACE,REASON_FOR_FORCE,OFFICER_RACE
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Other / Non-Compliant,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
