SUBJECT_RACE,REASON_FOR_FORCE,OFFICER_RACE
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Assaulting Officer(s),White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Resisting Arrest,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
Black,Other / Non-Compliant,White
